file,line,function,table,classification,reason
backend/app/api/handlers.py,25168,get_workload_anomalies,workload_anomaly_events,SAFE,Handler uses _db() — RLS enforced at connection level
backend/app/api/handlers.py,25209,get_workload_anomaly_stats,workload_anomaly_events,SAFE,Scoped via discovery_run_id filter
backend/app/api/handlers.py,25218,get_workload_anomaly_stats,workload_anomaly_events,SAFE,Scoped via discovery_run_id filter
backend/app/api/handlers.py,25226,get_workload_anomaly_stats,workload_anomaly_events,SAFE,Scoped via discovery_run_id filter
backend/app/api/handlers.py,25440,get_correlation_config,settings,SAFE,Handler uses _db() — RLS enforced at connection level
backend/app/api/handlers.py,25461,save_correlation_config,settings,SAFE,_org_id() passed as parameter
backend/app/api/handlers.py,25893,governance_reconciliation_handler,sa_attestations,SAFE,Explicit organization_id filter in SQL
backend/app/api/handlers.py,26562,create_pilot_organization,settings,SAFE,organization_id variable passed as parameter
backend/app/api/handlers.py,27279,get_graph_debug_handler,cloud_connections,SAFE,Handler uses _db() — RLS enforced at connection level
backend/app/api/handlers.py,27283,get_graph_debug_handler,discovery_runs,SAFE,Handler uses _db() — RLS enforced at connection level
backend/app/api/handlers.py,27293,get_graph_debug_handler,role_assignments,SAFE,Handler uses _db() — RLS enforced at connection level
backend/app/api/handlers.py,27295,get_graph_debug_handler,role_assignments,SAFE,Handler uses _db() — RLS enforced at connection level
backend/app/api/handlers.py,27299,get_graph_debug_handler,role_assignments,SAFE,Handler uses _db() — RLS enforced at connection level
backend/app/api/handlers.py,27303,get_graph_debug_handler,role_assignments,SAFE,Handler uses _db() — RLS enforced at connection level
backend/app/api/handlers.py,27311,get_graph_debug_handler,role_assignments,SAFE,Handler uses _db() — RLS enforced at connection level
backend/app/api/handlers.py,27325,get_graph_debug_handler,discovery_runs,SAFE,Handler uses _db() — RLS enforced at connection level
backend/app/api/handlers.py,27335,get_graph_debug_handler,role_assignments,SAFE,Scoped via discovery_run_id filter
backend/app/api/handlers.py,27353,get_graph_debug_handler,role_assignments,SAFE,organization_id variable passed as parameter
backend/app/api/handlers.py,27439,get_graph_visualization_handler,discovery_runs,SAFE,Handler uses _db() — RLS enforced at connection level
backend/app/api/handlers.py,27448,get_graph_visualization_handler,role_assignments,SAFE,Scoped via discovery_run_id filter
backend/app/api/handlers.py,27458,get_graph_visualization_handler,role_assignments,SAFE,Handler uses _db() — RLS enforced at connection level
backend/app/api/handlers.py,28447,get_cloud_risk_summary_handler,discovery_runs,SAFE,Explicit organization_id filter in SQL
backend/app/api/handlers.py,28455,get_cloud_risk_summary_handler,discovery_runs,SAFE,Handler uses _db() — RLS enforced at connection level
backend/app/api/handlers.py,28495,get_cloud_risk_summary_handler,security_findings,SAFE,Scoped via discovery_run_id filter
backend/app/api/handlers.py,28509,get_cloud_risk_summary_handler,cloud_connections,SAFE,Handler uses _db() — RLS enforced at connection level
backend/app/api/handlers.py,28585,get_security_dashboard_handler,discovery_runs,SAFE,Explicit organization_id filter in SQL
backend/app/api/handlers.py,28658,get_security_dashboard_handler,security_findings,SAFE,Scoped via discovery_run_id filter
backend/app/api/handlers.py,28677,get_security_dashboard_handler,drift_reports,SAFE,Handler uses _db() — RLS enforced at connection level
backend/app/api/handlers.py,28808,get_security_overview_handler,discovery_runs,SAFE,Explicit organization_id filter in SQL
backend/app/api/handlers.py,28818,get_security_overview_handler,discovery_runs,SAFE,Handler uses _db() — RLS enforced at connection level
backend/app/api/handlers.py,28862,get_security_overview_handler,security_findings,SAFE,Scoped via discovery_run_id filter
backend/app/api/handlers.py,28884,get_security_overview_handler,credentials,SAFE,Scoped via discovery_run_id filter
backend/app/api/handlers.py,28895,get_security_overview_handler,credentials,SAFE,Scoped via discovery_run_id filter
backend/app/api/handlers.py,28936,<module>,credentials,SAFE,Scoped via discovery_run_id filter
backend/app/api/handlers.py,28996,_get_provider,security_findings,SAFE,Scoped via discovery_run_id filter
backend/app/api/handlers.py,29010,_get_provider,cloud_connections,SAFE,Handler uses _db() — RLS enforced at connection level
backend/app/api/handlers.py,30684,get_graph_attack_finding_detail_handler,graph_attack_findings,SAFE,Explicit organization_id filter in SQL
backend/app/api/handlers.py,30738,run_graph_attack_analysis_handler,discovery_runs,SAFE,Explicit organization_id filter in SQL
backend/app/api/handlers.py,30744,run_graph_attack_analysis_handler,discovery_runs,SAFE,Explicit organization_id filter in SQL
backend/app/api/handlers.py,31008,create_jira_ticket_handler,graph_attack_findings,SAFE,Explicit organization_id filter in SQL
backend/app/api/handlers.py,31611,get_privilege_drift_handler,discovery_runs,SAFE,Explicit organization_id filter in SQL
backend/app/api/handlers.py,31629,get_privilege_drift_handler,role_assignments,SAFE,Scoped via discovery_run_id filter
backend/app/api/handlers.py,31642,get_privilege_drift_handler,role_assignments,SAFE,Scoped via discovery_run_id filter
backend/app/api/handlers.py,31656,get_privilege_drift_handler,discovery_runs,SAFE,Handler uses _db() — RLS enforced at connection level
backend/app/api/handlers.py,31658,get_privilege_drift_handler,discovery_runs,SAFE,Handler uses _db() — RLS enforced at connection level
backend/app/api/handlers.py,33427,<module>,role_assignments,SAFE,Scoped via discovery_run_id filter
backend/app/api/handlers.py,33440,<module>,entra_role_assignments,SAFE,Scoped via discovery_run_id filter
backend/app/api/handlers.py,33440,<module>,role_assignments,SAFE,Scoped via discovery_run_id filter
backend/app/api/handlers.py,33467,<module>,graph_attack_findings,SAFE,Explicit organization_id filter in SQL
backend/app/api/handlers.py,33645,_pillar,risk_summary,SAFE,Explicit organization_id filter in SQL
backend/app/api/handlers.py,33715,<module>,role_assignments,SAFE,Handler uses _db() — RLS enforced at connection level
backend/app/api/handlers.py,33729,<module>,entra_role_assignments,SAFE,Handler uses _db() — RLS enforced at connection level
backend/app/api/handlers.py,33729,<module>,role_assignments,SAFE,Handler uses _db() — RLS enforced at connection level
backend/app/api/handlers.py,33745,<module>,role_assignments,SAFE,Handler uses _db() in broader scope — RLS enforced
backend/app/api/handlers.py,34077,<module>,role_assignments,SAFE,Handler uses _db() — RLS enforced at connection level
backend/app/api/handlers.py,34078,<module>,role_assignments,SAFE,Handler uses _db() — RLS enforced at connection level
backend/app/api/handlers.py,34313,get_agent_risk_summary,security_findings,SAFE,Handler uses _db() — RLS enforced at connection level
backend/app/api/handlers.py,34612,scan_orphan_agents,discovery_runs,SAFE,Explicit organization_id filter in SQL
backend/app/api/handlers.py,34747,get_agent_evidence,role_assignments,SAFE,Handler uses _db() — RLS enforced at connection level
backend/app/api/handlers.py,34748,get_agent_evidence,role_assignments,SAFE,Handler uses _db() — RLS enforced at connection level
backend/app/api/handlers.py,35694,_collect_ciso_sources_from_db,discovery_runs,SAFE,Explicit organization_id filter in SQL
backend/app/api/handlers.py,35694,_collect_ciso_sources_from_db,risk_summary,SAFE,Explicit organization_id filter in SQL
backend/app/api/handlers.py,35717,_collect_ciso_sources_from_db,anomalies,SAFE,Explicit organization_id filter in SQL
backend/app/api/handlers.py,35719,_collect_ciso_sources_from_db,anomalies,SAFE,Explicit organization_id filter in SQL
backend/app/api/handlers.py,35724,_collect_ciso_sources_from_db,anomalies,SAFE,Explicit organization_id filter in SQL
backend/app/api/handlers.py,35740,_collect_ciso_sources_from_db,remediation_actions,SAFE,Explicit organization_id filter in SQL
backend/app/api/handlers.py,35759,_collect_ciso_sources_from_db,drift_reports,SAFE,Explicit organization_id filter in SQL
backend/app/api/handlers.py,35904,get_ciso_summary,discovery_runs,SAFE,Explicit organization_id filter in SQL
backend/app/api/handlers.py,35910,get_ciso_summary,discovery_runs,SAFE,Explicit organization_id filter in SQL
backend/app/api/handlers.py,36051,get_inventory_summary,cloud_connections,SAFE,Explicit organization_id filter in SQL
backend/app/api/handlers.py,36051,get_inventory_summary,discovery_runs,SAFE,Explicit organization_id filter in SQL
backend/app/api/handlers.py,36300,get_p2_status,cloud_connections,SAFE,Explicit organization_id filter in SQL
backend/app/api/handlers.py,36358,get_drift_baseline,discovery_runs,SAFE,Explicit organization_id filter in SQL
backend/app/api/handlers.py,36366,get_drift_baseline,discovery_runs,SAFE,Explicit organization_id filter in SQL
backend/app/api/handlers.py,36383,get_drift_baseline,discovery_runs,SAFE,organization_id variable passed as parameter
backend/app/api/handlers.py,36403,get_drift_baseline,role_assignments,SAFE,Scoped via discovery_run_id filter
backend/app/api/integrity.py,147,_check_risk_consistency,risk_summary,SAFE,Scoped via discovery_run_id filter
backend/app/api/integrity.py,148,_check_risk_consistency,risk_summary,SAFE,Scoped via discovery_run_id filter
backend/app/api/integrity.py,478,metric_integrity_debug,discovery_runs,SAFE,Explicit organization_id filter in SQL
backend/app/api/integrity.py,486,metric_integrity_debug,discovery_runs,SAFE,Explicit organization_id filter in SQL
backend/app/api/integrity.py,548,_compute_live_metrics,entra_role_assignments,SAFE,Scoped via discovery_run_id filter
backend/app/api/integrity.py,548,_compute_live_metrics,role_assignments,SAFE,Scoped via discovery_run_id filter
backend/app/api/integrity.py,616,_compute_live_metrics,graph_attack_findings,SAFE,Explicit organization_id filter in SQL
backend/app/api/integrity.py,617,_compute_live_metrics,graph_attack_findings,SAFE,Explicit organization_id filter in SQL
backend/app/api/integrity.py,652,_compute_live_metrics,role_assignments,SAFE,Scoped via discovery_run_id filter
backend/app/api/integrity.py,653,_compute_live_metrics,role_assignments,SAFE,Scoped via discovery_run_id filter
backend/app/api/integrity.py,670,<module>,entra_role_assignments,SAFE,Scoped via discovery_run_id filter
backend/app/api/integrity.py,671,<module>,entra_role_assignments,SAFE,Scoped via discovery_run_id filter
backend/app/api/integrity.py,692,_read_persisted_summary,risk_summary,SAFE,Explicit organization_id filter in SQL
backend/app/api/integrity.py,693,_read_persisted_summary,risk_summary,SAFE,Explicit organization_id filter in SQL
backend/app/api/routes/approvals.py,997,execute_approval_request,cloud_connections,SAFE,Explicit organization_id filter in SQL
backend/app/api/routes/approvals.py,1175,rollback_execution,cloud_connections,SAFE,Explicit organization_id filter in SQL
backend/app/api/routes/resources.py,520,ResourceDetailResponse.<module>,role_assignments,SAFE,Explicit organization_id filter in SQL
backend/app/api/routes/resources.py,623,ResourceDetailResponse.<module>,role_assignments,SAFE,Explicit organization_id filter in SQL
backend/app/api/scim.py,28,_log_scim,activity_log,SAFE,organization_id variable passed as parameter
backend/app/connectors.py,16,get_connector,cloud_connections,SAFE,Explicit organization_id filter in SQL
backend/app/connectors.py,34,validate_connector_unique,cloud_connections,SAFE,organization_id variable passed as parameter
backend/app/database.py,1621,create_discovery_run,discovery_runs,SAFE,organization_id variable passed as parameter
backend/app/database.py,1653,complete_discovery_run,discovery_runs,SAFE,organization_id variable passed as parameter
backend/app/database.py,1665,complete_discovery_run,discovery_runs,SAFE,self._organization_id passed as parameter
backend/app/database.py,1684,complete_discovery_run,discovery_runs,SAFE,organization_id variable passed as parameter
backend/app/database.py,3104,save_role_assignment,role_assignments,SAFE,self._organization_id passed as parameter
backend/app/database.py,3153,save_entra_role_assignment,entra_role_assignments,SAFE,self._organization_id passed as parameter
backend/app/database.py,3188,get_latest_discovery_run,discovery_runs,SAFE,self._organization_id passed as parameter
backend/app/database.py,3214,get_identity_roles_enriched,role_assignments,SAFE,database.py helper — called through RLS-scoped Database instance
backend/app/database.py,3253,get_identity_roles_enriched,entra_role_assignments,SAFE,database.py helper — called through RLS-scoped Database instance
backend/app/database.py,3390,store_graph_permissions,graph_api_permissions,SAFE,organization_id variable passed as parameter
backend/app/database.py,3423,store_app_roles,sp_app_roles,SAFE,database.py helper — called through RLS-scoped Database instance
backend/app/database.py,3462,get_app_roles,sp_app_roles,SAFE,self._organization_id passed as parameter
backend/app/database.py,3520,get_graph_permissions,graph_api_permissions,SAFE,database.py helper — called through RLS-scoped Database instance
backend/app/database.py,3660,save_pim_eligible,pim_eligible_assignments,SAFE,database.py helper — called through RLS-scoped Database instance
backend/app/database.py,3694,save_pim_activation,pim_activations,SAFE,self._organization_id passed as parameter
backend/app/database.py,3726,update_identity_pim_summary,pim_activations,SAFE,self._organization_id passed as parameter
backend/app/database.py,3726,update_identity_pim_summary,pim_eligible_assignments,SAFE,self._organization_id passed as parameter
backend/app/database.py,3757,get_pim_data,pim_eligible_assignments,SAFE,database.py helper — called through RLS-scoped Database instance
backend/app/database.py,3770,get_pim_data,pim_activations,SAFE,database.py helper — called through RLS-scoped Database instance
backend/app/database.py,3785,get_pim_data,pim_activations,SAFE,database.py helper — called through RLS-scoped Database instance
backend/app/database.py,4149,get_identity_remediations,remediation_playbooks,SAFE,database.py helper — called through RLS-scoped Database instance
backend/app/database.py,4281,get_report_data,discovery_runs,SAFE,database.py helper — called through RLS-scoped Database instance
backend/app/database.py,4291,get_report_data,discovery_runs,SAFE,database.py helper — called through RLS-scoped Database instance
backend/app/database.py,4305,get_report_data,discovery_runs,SAFE,database.py helper — called through RLS-scoped Database instance
backend/app/database.py,4333,get_report_data,entra_role_assignments,SAFE,database.py helper — called through RLS-scoped Database instance
backend/app/database.py,4333,get_report_data,role_assignments,SAFE,database.py helper — called through RLS-scoped Database instance
backend/app/database.py,4412,<module>,entra_role_assignments,SAFE,Scoped via discovery_run_id filter
backend/app/database.py,4412,<module>,role_assignments,SAFE,Scoped via discovery_run_id filter
backend/app/database.py,4516,save_drift_report,drift_reports,SAFE,database.py helper — called through RLS-scoped Database instance
backend/app/database.py,4552,update_drift_report_intelligence,drift_reports,SAFE,self._organization_id passed as parameter
backend/app/database.py,4574,get_drift_report,drift_reports,SAFE,database.py helper — called through RLS-scoped Database instance
backend/app/database.py,4603,get_latest_drift_report,drift_reports,SAFE,Explicit organization_id filter in SQL
backend/app/database.py,4617,get_latest_drift_report,drift_reports,SAFE,database.py helper — called through RLS-scoped Database instance
backend/app/database.py,4644,get_drift_history,discovery_runs,SAFE,Explicit organization_id filter in SQL
backend/app/database.py,4644,get_drift_history,drift_reports,SAFE,Explicit organization_id filter in SQL
backend/app/database.py,4660,get_drift_history,discovery_runs,SAFE,organization_id variable passed as parameter
backend/app/database.py,4660,get_drift_history,drift_reports,SAFE,organization_id variable passed as parameter
backend/app/database.py,4690,get_settings,settings,SAFE,Explicit organization_id filter in SQL
backend/app/database.py,4704,get_setting,settings,SAFE,Explicit organization_id filter in SQL
backend/app/database.py,4719,save_settings,settings,SAFE,organization_id variable passed as parameter
backend/app/database.py,4760,get_system_setting,settings,SAFE,organization_id variable passed as parameter
backend/app/database.py,4769,get_system_settings,settings,SAFE,database.py helper — called through RLS-scoped Database instance
backend/app/database.py,4863,log_activity,activity_log,SAFE,database.py helper — called through RLS-scoped Database instance
backend/app/database.py,4878,log_activity,activity_log,SAFE,organization_id variable passed as parameter
backend/app/database.py,4957,save_credential,credentials,SAFE,database.py helper — called through RLS-scoped Database instance
backend/app/database.py,5046,update_identity_credential_summary,credentials,SAFE,database.py helper — called through RLS-scoped Database instance
backend/app/database.py,5079,get_identity_credentials,credentials,SAFE,database.py helper — called through RLS-scoped Database instance
backend/app/database.py,5151,upsert_remediation_action,remediation_actions,SAFE,organization_id variable passed as parameter
backend/app/database.py,5199,bulk_upsert_remediation_actions,entra_role_assignments,SAFE,database.py helper — called through RLS-scoped Database instance
backend/app/database.py,5199,bulk_upsert_remediation_actions,role_assignments,SAFE,database.py helper — called through RLS-scoped Database instance
backend/app/database.py,5238,bulk_upsert_remediation_actions,remediation_actions,SAFE,database.py helper — called through RLS-scoped Database instance
backend/app/database.py,5264,get_remediation_actions,remediation_actions,SAFE,database.py helper — called through RLS-scoped Database instance
backend/app/database.py,5290,get_remediation_summary,remediation_actions,SAFE,Scoped via discovery_run_id filter
backend/app/database.py,5303,get_remediation_summary,discovery_runs,SAFE,Explicit organization_id filter in SQL
backend/app/database.py,5303,get_remediation_summary,remediation_actions,SAFE,Explicit organization_id filter in SQL
backend/app/database.py,5340,execute_remediation_action,remediation_actions,SAFE,database.py helper — called through RLS-scoped Database instance
backend/app/database.py,5413,get_role_usage_stats,discovery_runs,SAFE,database.py helper — called through RLS-scoped Database instance
backend/app/database.py,5421,get_role_usage_stats,entra_role_assignments,SAFE,Scoped via discovery_run_id filter
backend/app/database.py,5421,get_role_usage_stats,role_assignments,SAFE,Scoped via discovery_run_id filter
backend/app/database.py,5441,get_role_usage_stats,entra_role_assignments,SAFE,Scoped via discovery_run_id filter
backend/app/database.py,5441,get_role_usage_stats,role_assignments,SAFE,Scoped via discovery_run_id filter
backend/app/database.py,5484,get_role_mining_data,discovery_runs,SAFE,database.py helper — called through RLS-scoped Database instance
backend/app/database.py,5495,get_role_mining_data,entra_role_assignments,SAFE,Scoped via discovery_run_id filter
backend/app/database.py,5495,get_role_mining_data,role_assignments,SAFE,Scoped via discovery_run_id filter
backend/app/database.py,5579,get_role_mining_data,entra_role_assignments,SAFE,Scoped via discovery_run_id filter
backend/app/database.py,5579,get_role_mining_data,role_assignments,SAFE,Scoped via discovery_run_id filter
backend/app/database.py,5593,get_role_mining_data,entra_role_assignments,SAFE,Scoped via discovery_run_id filter
backend/app/database.py,5593,get_role_mining_data,role_assignments,SAFE,Scoped via discovery_run_id filter
backend/app/database.py,5603,<module>,entra_role_assignments,SAFE,Scoped via discovery_run_id filter
backend/app/database.py,5603,<module>,role_assignments,SAFE,Scoped via discovery_run_id filter
backend/app/database.py,5684,get_webhooks,webhooks,SAFE,Explicit organization_id filter in SQL
backend/app/database.py,5705,get_webhook,webhooks,SAFE,Explicit organization_id filter in SQL
backend/app/database.py,5719,create_webhook,webhooks,SAFE,self._organization_id passed as parameter
backend/app/database.py,5753,update_webhook,webhooks,SAFE,Explicit organization_id filter in SQL
backend/app/database.py,5771,delete_webhook,webhooks,SAFE,Explicit organization_id filter in SQL
backend/app/database.py,5781,get_webhooks_for_event,webhooks,SAFE,Explicit organization_id filter in SQL
backend/app/database.py,5821,get_webhook_deliveries,webhooks,SAFE,Explicit organization_id filter in SQL
backend/app/database.py,6021,get_notifications,notifications,SAFE,organization_id variable passed as parameter
backend/app/database.py,6038,get_notification,notifications,SAFE,Explicit organization_id filter in SQL
backend/app/database.py,6058,get_notification_stats,notifications,SAFE,database.py helper — called through RLS-scoped Database instance
backend/app/database.py,6060,get_notification_stats,notifications,SAFE,database.py helper — called through RLS-scoped Database instance
backend/app/database.py,6062,get_notification_stats,notifications,SAFE,database.py helper — called through RLS-scoped Database instance
backend/app/database.py,6064,get_notification_stats,notifications,SAFE,database.py helper — called through RLS-scoped Database instance
backend/app/database.py,6075,create_notification,notifications,SAFE,organization_id variable passed as parameter
backend/app/database.py,6096,mark_notification_read,notifications,SAFE,Explicit organization_id filter in SQL
backend/app/database.py,6117,mark_all_notifications_read,notifications,SAFE,Explicit organization_id filter in SQL
backend/app/database.py,6119,mark_all_notifications_read,notifications,SAFE,self._organization_id passed as parameter
backend/app/database.py,6129,action_notification,notifications,SAFE,Explicit organization_id filter in SQL
backend/app/database.py,6149,delete_notification,notifications,SAFE,Explicit organization_id filter in SQL
backend/app/database.py,6159,cleanup_old_notifications,notifications,SAFE,self._organization_id passed as parameter
backend/app/database.py,6900,seed_dev_tenant,cloud_connections,SAFE,Explicit organization_id filter in SQL
backend/app/database.py,6916,seed_dev_tenant,cloud_connections,SAFE,organization_id variable passed as parameter
backend/app/database.py,6924,seed_dev_tenant,cloud_connections,SAFE,organization_id variable passed as parameter
backend/app/database.py,7064,seed_demo_tenant,discovery_runs,SAFE,Explicit organization_id filter in SQL
backend/app/database.py,7070,<module>,role_assignments,SAFE,Explicit organization_id filter in SQL
backend/app/database.py,7389,save_compliance_snapshot,compliance_snapshots,SAFE,organization_id variable passed as parameter
backend/app/database.py,7407,get_compliance_trends,compliance_snapshots,SAFE,self._organization_id passed as parameter
backend/app/database.py,7407,get_compliance_trends,discovery_runs,SAFE,self._organization_id passed as parameter
backend/app/database.py,7442,get_compliance_snapshot_count,compliance_snapshots,SAFE,database.py helper — called through RLS-scoped Database instance
backend/app/database.py,7491,save_agirs_scores,agirs_scores,SAFE,organization_id variable passed as parameter
backend/app/database.py,7521,get_latest_agirs_scores,agirs_scores,SAFE,database.py helper — called through RLS-scoped Database instance
backend/app/database.py,7634,save_risk_summary,risk_summary,SAFE,organization_id variable passed as parameter
backend/app/database.py,7732,get_latest_risk_summary,risk_summary,SAFE,Explicit organization_id filter in SQL
backend/app/database.py,7779,get_latest_risk_summaries,risk_summary,SAFE,Explicit organization_id filter in SQL
backend/app/database.py,7865,log_discovery_stage,discovery_stage_log,SAFE,organization_id variable passed as parameter
backend/app/database.py,7873,log_discovery_stage,discovery_stage_log,SAFE,organization_id variable passed as parameter
backend/app/database.py,7892,get_discovery_stages,discovery_stage_log,SAFE,Scoped via discovery_run_id filter
backend/app/database.py,7968,save_app_registration,app_registrations,SAFE,organization_id variable passed as parameter
backend/app/database.py,8610,get_saved_views,saved_views,SAFE,organization_id variable passed as parameter
backend/app/database.py,8628,get_saved_view,saved_views,SAFE,database.py helper — called through RLS-scoped Database instance
backend/app/database.py,8644,create_saved_view,saved_views,SAFE,database.py helper — called through RLS-scoped Database instance
backend/app/database.py,8677,update_saved_view,saved_views,SAFE,database.py helper — called through RLS-scoped Database instance
backend/app/database.py,8695,delete_saved_view,saved_views,SAFE,database.py helper — called through RLS-scoped Database instance
backend/app/database.py,8705,set_default_view,saved_views,SAFE,database.py helper — called through RLS-scoped Database instance
backend/app/database.py,8706,set_default_view,saved_views,SAFE,database.py helper — called through RLS-scoped Database instance
backend/app/database.py,8938,populate_campaign_reviews,discovery_runs,SAFE,database.py helper — called through RLS-scoped Database instance
backend/app/database.py,8992,populate_campaign_reviews,role_assignments,SAFE,database.py helper — called through RLS-scoped Database instance
backend/app/database.py,9004,populate_campaign_reviews,entra_role_assignments,SAFE,database.py helper — called through RLS-scoped Database instance
backend/app/database.py,9015,populate_campaign_reviews,credentials,SAFE,database.py helper — called through RLS-scoped Database instance
backend/app/database.py,9026,populate_campaign_reviews,graph_api_permissions,SAFE,database.py helper — called through RLS-scoped Database instance
backend/app/database.py,9037,populate_campaign_reviews,pim_eligible_assignments,SAFE,database.py helper — called through RLS-scoped Database instance
backend/app/database.py,9378,_get_group_risk_stats,discovery_runs,SAFE,database.py helper — called through RLS-scoped Database instance
backend/app/database.py,9399,_get_group_risk_stats,identity_group_members,SAFE,Scoped via discovery_run_id filter
backend/app/database.py,9422,get_groups,discovery_runs,SAFE,database.py helper — called through RLS-scoped Database instance
backend/app/database.py,9426,get_groups,identity_groups,SAFE,database.py helper — called through RLS-scoped Database instance
backend/app/database.py,9457,get_group,identity_groups,SAFE,database.py helper — called through RLS-scoped Database instance
backend/app/database.py,9473,get_group,discovery_runs,SAFE,database.py helper — called through RLS-scoped Database instance
backend/app/database.py,9492,get_group,identity_group_members,SAFE,Scoped via discovery_run_id filter
backend/app/database.py,9523,create_group,identity_groups,SAFE,database.py helper — called through RLS-scoped Database instance
backend/app/database.py,9556,update_group,identity_groups,SAFE,database.py helper — called through RLS-scoped Database instance
backend/app/database.py,9574,delete_group,identity_groups,SAFE,database.py helper — called through RLS-scoped Database instance
backend/app/database.py,9579,delete_group,identity_groups,SAFE,database.py helper — called through RLS-scoped Database instance
backend/app/database.py,9590,add_group_members,identity_group_members,SAFE,database.py helper — called through RLS-scoped Database instance
backend/app/database.py,9604,remove_group_members,identity_group_members,SAFE,database.py helper — called through RLS-scoped Database instance
backend/app/database.py,9617,get_group_comparison,discovery_runs,SAFE,database.py helper — called through RLS-scoped Database instance
backend/app/database.py,9623,get_group_comparison,identity_groups,SAFE,database.py helper — called through RLS-scoped Database instance
backend/app/database.py,9650,get_group_comparison,identity_group_members,SAFE,Scoped via discovery_run_id filter
backend/app/database.py,9676,get_identity_groups,identity_group_members,SAFE,database.py helper — called through RLS-scoped Database instance
backend/app/database.py,9676,get_identity_groups,identity_groups,SAFE,database.py helper — called through RLS-scoped Database instance
backend/app/database.py,9686,get_identity_groups,discovery_runs,SAFE,database.py helper — called through RLS-scoped Database instance
backend/app/database.py,9695,get_identity_groups,identity_groups,SAFE,Explicit organization_id filter in SQL
backend/app/database.py,9699,get_identity_groups,identity_groups,SAFE,self._organization_id passed as parameter
backend/app/database.py,9733,deduplicate_auto_groups,identity_groups,SAFE,database.py helper — called through RLS-scoped Database instance
backend/app/database.py,9735,deduplicate_auto_groups,identity_groups,SAFE,database.py helper — called through RLS-scoped Database instance
backend/app/database.py,9782,seed_auto_groups_for_organization,identity_groups,SAFE,organization_id variable passed as parameter
backend/app/database.py,9831,save_anomalies,anomalies,SAFE,organization_id variable passed as parameter
backend/app/database.py,9874,get_anomalies,anomalies,SAFE,database.py helper — called through RLS-scoped Database instance
backend/app/database.py,9891,get_anomaly,anomalies,SAFE,database.py helper — called through RLS-scoped Database instance
backend/app/database.py,9925,get_anomaly_stats,anomalies,SAFE,self._organization_id passed as parameter
backend/app/database.py,9927,get_anomaly_stats,anomalies,SAFE,self._organization_id passed as parameter
backend/app/database.py,9929,get_anomaly_stats,anomalies,SAFE,database.py helper — called through RLS-scoped Database instance
backend/app/database.py,9931,get_anomaly_stats,anomalies,SAFE,database.py helper — called through RLS-scoped Database instance
backend/app/database.py,9963,get_identity_anomalies_multi,anomalies,SAFE,self._organization_id passed as parameter
backend/app/database.py,9981,resolve_anomaly,anomalies,SAFE,database.py helper — called through RLS-scoped Database instance
backend/app/database.py,10009,get_anomalies_for_dashboard,anomalies,SAFE,database.py helper — called through RLS-scoped Database instance
backend/app/database.py,10035,cleanup_old_anomalies,anomalies,SAFE,database.py helper — called through RLS-scoped Database instance
backend/app/database.py,10077,create_api_key,api_keys,SAFE,organization_id variable passed as parameter
backend/app/database.py,10096,get_api_keys,api_keys,SAFE,Explicit organization_id filter in SQL
backend/app/database.py,10106,get_api_keys,api_keys,SAFE,database.py helper — called through RLS-scoped Database instance
backend/app/database.py,10127,get_api_key_by_id,api_keys,SAFE,Explicit organization_id filter in SQL
backend/app/database.py,10133,get_api_key_by_id,api_keys,SAFE,organization_id variable passed as parameter
backend/app/database.py,10152,get_api_key_by_hash,api_keys,SAFE,database.py helper — called through RLS-scoped Database instance
backend/app/database.py,10183,update_api_key,api_keys,SAFE,database.py helper — called through RLS-scoped Database instance
backend/app/database.py,10205,delete_api_key,api_keys,SAFE,Explicit organization_id filter in SQL
backend/app/database.py,10207,delete_api_key,api_keys,SAFE,organization_id variable passed as parameter
backend/app/database.py,10217,increment_api_key_usage,api_keys,SAFE,organization_id variable passed as parameter
backend/app/database.py,10279,get_soar_playbooks,soar_playbooks,SAFE,Explicit organization_id filter in SQL
backend/app/database.py,10292,get_soar_playbook,soar_playbooks,SAFE,Explicit organization_id filter in SQL
backend/app/database.py,10308,create_soar_playbook,soar_playbooks,SAFE,organization_id variable passed as parameter
backend/app/database.py,10343,update_soar_playbook,soar_playbooks,SAFE,Explicit organization_id filter in SQL
backend/app/database.py,10362,delete_soar_playbook,soar_playbooks,SAFE,Explicit organization_id filter in SQL
backend/app/database.py,10372,get_enabled_playbooks_by_trigger,soar_playbooks,SAFE,Explicit organization_id filter in SQL
backend/app/database.py,10384,update_soar_playbook_triggered,soar_playbooks,SAFE,self._organization_id passed as parameter
backend/app/database.py,10396,create_soar_action,soar_actions,SAFE,organization_id variable passed as parameter
backend/app/database.py,10423,update_soar_action,soar_actions,SAFE,database.py helper — called through RLS-scoped Database instance
backend/app/database.py,10447,get_soar_actions,discovery_runs,SAFE,Scoped via discovery_run_id filter
backend/app/database.py,10447,get_soar_actions,soar_actions,SAFE,Scoped via discovery_run_id filter
backend/app/database.py,10447,get_soar_actions,soar_playbooks,SAFE,Scoped via discovery_run_id filter
backend/app/database.py,10470,get_soar_action_stats,discovery_runs,SAFE,Explicit organization_id filter in SQL
backend/app/database.py,10470,get_soar_action_stats,soar_actions,SAFE,Explicit organization_id filter in SQL
backend/app/database.py,10485,get_soar_action_stats,discovery_runs,SAFE,Explicit organization_id filter in SQL
